crash_id,unit_nbr,VEH_HNR_FL,prsn_nbr,PRSN_TYPE_ID,DRVR_LIC_TYPE_ID
14885794,1,Y,1,DRIVER,DRIVER LICENSE
14913986,1,Y,1,DRIVER,DRIVER LICENSE
14863325,4,Y,1,DRIVER,DRIVER LICENSE
14917138,1,Y,1,DRIVER,DRIVER LICENSE
14889687,1,Y,1,DRIVER,DRIVER LICENSE
14867513,1,Y,1,DRIVER,DRIVER LICENSE
14885700,1,Y,1,DRIVER,DRIVER LICENSE
14890373,1,Y,1,DRIVER,DRIVER LICENSE
14897490,2,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14905175,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14890318,1,Y,1,DRIVER,DRIVER LICENSE
14881780,1,Y,1,DRIVER,DRIVER LICENSE
14848400,1,Y,1,DRIVER,DRIVER LICENSE
14859957,1,Y,1,DRIVER,DRIVER LICENSE
14880282,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14880513,1,Y,1,DRIVER,DRIVER LICENSE
14885187,2,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14902187,1,Y,1,DRIVER,DRIVER LICENSE
14908768,1,Y,1,DRIVER,DRIVER LICENSE
14891512,1,Y,1,DRIVER,DRIVER LICENSE
14911020,1,Y,1,DRIVER,DRIVER LICENSE
14853524,1,Y,1,DRIVER,DRIVER LICENSE
14865154,1,Y,1,DRIVER,DRIVER LICENSE
14845668,1,Y,1,DRIVER,DRIVER LICENSE
14880428,1,Y,1,DRIVER,DRIVER LICENSE
14892728,1,Y,1,DRIVER,DRIVER LICENSE
14847892,1,Y,1,DRIVER,DRIVER LICENSE
14854530,2,Y,1,DRIVER,DRIVER LICENSE
14861556,1,Y,1,DRIVER,DRIVER LICENSE
14876880,1,Y,1,DRIVER,DRIVER LICENSE
14883430,1,Y,1,DRIVER,DRIVER LICENSE
14904788,1,Y,1,DRIVER,DRIVER LICENSE
14874773,1,Y,1,DRIVER,DRIVER LICENSE
14882340,1,Y,1,DRIVER,DRIVER LICENSE
14884965,1,Y,1,DRIVER,DRIVER LICENSE
14889698,1,Y,1,DRIVER,DRIVER LICENSE
14918482,1,Y,1,DRIVER,DRIVER LICENSE
14882569,1,Y,1,DRIVER,DRIVER LICENSE
14912911,1,Y,1,DRIVER,DRIVER LICENSE
14853703,1,Y,1,DRIVER,DRIVER LICENSE
14876612,1,Y,1,DRIVER,DRIVER LICENSE
14918596,1,Y,1,DRIVER,DRIVER LICENSE
14849811,1,Y,1,DRIVER,DRIVER LICENSE
14877131,1,Y,1,DRIVER,DRIVER LICENSE
14865265,1,Y,1,DRIVER,DRIVER LICENSE
14873446,1,Y,1,DRIVER,DRIVER LICENSE
14873972,1,Y,1,DRIVER,DRIVER LICENSE
14888377,1,Y,1,DRIVER,DRIVER LICENSE
14889567,1,Y,1,DRIVER,DRIVER LICENSE
14897063,1,Y,1,DRIVER,DRIVER LICENSE
14918597,1,Y,1,DRIVER,DRIVER LICENSE
14888934,1,Y,1,DRIVER,DRIVER LICENSE
14906900,1,Y,1,DRIVER,DRIVER LICENSE
14862073,1,Y,1,DRIVER,DRIVER LICENSE
14886241,2,Y,1,DRIVER,DRIVER LICENSE
14886344,1,Y,1,DRIVER,DRIVER LICENSE
14899591,1,Y,1,DRIVER,DRIVER LICENSE
14900037,1,Y,1,DRIVER,DRIVER LICENSE
14903117,1,Y,1,DRIVER,DRIVER LICENSE
14870196,2,Y,1,DRIVER,DRIVER LICENSE
14899531,1,Y,1,DRIVER,DRIVER LICENSE
14886652,1,Y,1,DRIVER,DRIVER LICENSE
14887430,1,Y,1,DRIVER,DRIVER LICENSE
14871309,2,Y,1,DRIVER,DRIVER LICENSE
14872344,2,Y,1,DRIVER,DRIVER LICENSE
14913729,1,Y,1,DRIVER,DRIVER LICENSE
14917964,1,Y,1,DRIVER,DRIVER LICENSE
14852917,1,Y,1,DRIVER,DRIVER LICENSE
14865620,1,Y,1,DRIVER,DRIVER LICENSE
14898463,1,Y,1,DRIVER,DRIVER LICENSE
14842952,1,Y,1,DRIVER,DRIVER LICENSE
14840017,1,Y,1,DRIVER,DRIVER LICENSE
14870148,1,Y,1,DRIVER,DRIVER LICENSE
14879179,1,Y,1,DRIVER,DRIVER LICENSE
14887239,1,Y,1,DRIVER,DRIVER LICENSE
14919884,1,Y,1,DRIVER,DRIVER LICENSE
14880224,1,Y,1,DRIVER,DRIVER LICENSE
14844520,1,Y,1,DRIVER,DRIVER LICENSE
14882346,1,Y,1,DRIVER,DRIVER LICENSE
14898720,1,Y,1,DRIVER,DRIVER LICENSE
14908104,1,Y,1,DRIVER,DRIVER LICENSE
14899123,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14909908,1,Y,1,DRIVER,DRIVER LICENSE
14915720,1,Y,1,DRIVER,DRIVER LICENSE
14917096,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14861930,1,Y,1,DRIVER,DRIVER LICENSE
14910605,1,Y,1,DRIVER,DRIVER LICENSE
14871430,1,Y,1,DRIVER,DRIVER LICENSE
14916395,1,Y,1,DRIVER,DRIVER LICENSE
14919934,1,Y,1,DRIVER,DRIVER LICENSE
14893931,1,Y,1,DRIVER,DRIVER LICENSE
14919878,1,Y,1,DRIVER,DRIVER LICENSE
14912034,1,Y,1,DRIVER,DRIVER LICENSE
14901488,1,Y,1,DRIVER,OCCUPATIONAL
14856868,1,Y,1,DRIVER,DRIVER LICENSE
14867543,1,Y,1,DRIVER,DRIVER LICENSE
14838842,1,Y,1,DRIVER,DRIVER LICENSE
14852094,1,Y,1,DRIVER,DRIVER LICENSE
14903996,1,Y,1,DRIVER,DRIVER LICENSE
14865332,1,Y,1,DRIVER,DRIVER LICENSE
14874925,1,Y,1,DRIVER,DRIVER LICENSE
14985658,1,Y,1,DRIVER,DRIVER LICENSE
14964458,1,Y,1,DRIVER,DRIVER LICENSE
15262509,1,Y,1,DRIVER,DRIVER LICENSE
14979872,1,Y,1,DRIVER,DRIVER LICENSE
14953283,1,Y,1,DRIVER,DRIVER LICENSE
14934751,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15001924,1,Y,1,DRIVER,DRIVER LICENSE
14982548,1,Y,1,DRIVER,DRIVER LICENSE
14940071,1,Y,1,DRIVER,DRIVER LICENSE
14985463,1,Y,1,DRIVER,DRIVER LICENSE
14967897,1,Y,1,DRIVER,DRIVER LICENSE
14960689,1,Y,1,DRIVER,DRIVER LICENSE
14978889,3,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14946708,1,Y,1,DRIVER,DRIVER LICENSE
14947857,2,Y,1,DRIVER,DRIVER LICENSE
14995838,1,Y,1,DRIVER,DRIVER LICENSE
14983435,1,Y,1,DRIVER,DRIVER LICENSE
14922365,2,Y,1,DRIVER,DRIVER LICENSE
14927113,1,Y,1,DRIVER,DRIVER LICENSE
14960207,1,Y,1,DRIVER,DRIVER LICENSE
14936703,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
15022491,1,Y,1,DRIVER,DRIVER LICENSE
14923052,1,Y,1,DRIVER,DRIVER LICENSE
14966570,1,Y,1,DRIVER,DRIVER LICENSE
14956779,1,Y,1,DRIVER,DRIVER LICENSE
14975033,1,Y,1,DRIVER,DRIVER LICENSE
14977399,1,Y,1,DRIVER,DRIVER LICENSE
14970258,1,Y,1,DRIVER,DRIVER LICENSE
14964512,2,Y,1,DRIVER,DRIVER LICENSE
14934944,2,Y,1,DRIVER,DRIVER LICENSE
14934468,1,Y,1,DRIVER,DRIVER LICENSE
14984685,1,Y,1,DRIVER,DRIVER LICENSE
14955668,1,Y,1,DRIVER,DRIVER LICENSE
14962636,1,Y,1,DRIVER,DRIVER LICENSE
14921319,2,Y,1,DRIVER,DRIVER LICENSE
14967260,2,Y,1,DRIVER,DRIVER LICENSE
14979270,1,Y,1,DRIVER,DRIVER LICENSE
14941135,2,Y,1,DRIVER,DRIVER LICENSE
14950788,2,Y,1,DRIVER,DRIVER LICENSE
14955412,1,Y,1,DRIVER,DRIVER LICENSE
14928985,2,Y,1,DRIVER,DRIVER LICENSE
14965574,2,Y,1,DRIVER,DRIVER LICENSE
14922716,2,Y,1,DRIVER,DRIVER LICENSE
14981551,2,Y,1,DRIVER,DRIVER LICENSE
14936910,1,Y,1,DRIVER,DRIVER LICENSE
14979739,2,Y,1,DRIVER,DRIVER LICENSE
14931256,1,Y,1,DRIVER,DRIVER LICENSE
14954012,2,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14975107,1,Y,1,DRIVER,DRIVER LICENSE
14959883,1,Y,1,DRIVER,DRIVER LICENSE
14966646,1,Y,1,DRIVER,DRIVER LICENSE
14969602,1,Y,1,DRIVER,DRIVER LICENSE
14982270,1,Y,1,DRIVER,DRIVER LICENSE
14978454,1,Y,1,DRIVER,DRIVER LICENSE
14982551,1,Y,1,DRIVER,DRIVER LICENSE
15127267,2,Y,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,DRIVER LICENSE
14929502,1,Y,1,DRIVER,DRIVER LICENSE
14976852,1,Y,1,DRIVER,DRIVER LICENSE
14923397,2,Y,1,DRIVER,DRIVER LICENSE
14953936,1,Y,1,DRIVER,DRIVER LICENSE
14950853,1,Y,1,DRIVER,DRIVER LICENSE
14955641,1,Y,1,DRIVER,DRIVER LICENSE
14984554,1,Y,1,DRIVER,DRIVER LICENSE
14956333,1,Y,1,DRIVER,DRIVER LICENSE
14938135,1,Y,1,DRIVER,DRIVER LICENSE
14923397,1,Y,1,DRIVER,DRIVER LICENSE
14926486,1,Y,1,DRIVER,DRIVER LICENSE
14939556,1,Y,1,DRIVER,DRIVER LICENSE
14940783,1,Y,1,DRIVER,DRIVER LICENSE
14980702,1,Y,1,DRIVER,DRIVER LICENSE
14928985,1,Y,1,DRIVER,DRIVER LICENSE
14973915,2,Y,1,DRIVER,DRIVER LICENSE
14963073,1,Y,1,DRIVER,DRIVER LICENSE
14927495,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14969275,1,Y,1,DRIVER,DRIVER LICENSE
14954673,1,Y,1,DRIVER,DRIVER LICENSE
14962328,1,Y,1,DRIVER,DRIVER LICENSE
14967260,4,Y,1,DRIVER,DRIVER LICENSE
14956063,1,Y,1,DRIVER,DRIVER LICENSE
14968135,1,Y,1,DRIVER,DRIVER LICENSE
14922922,1,Y,1,DRIVER,DRIVER LICENSE
14934944,1,Y,1,DRIVER,DRIVER LICENSE
14979735,1,Y,1,DRIVER,DRIVER LICENSE
14932606,1,Y,1,DRIVER,DRIVER LICENSE
14947005,1,Y,1,DRIVER,DRIVER LICENSE
14950885,1,Y,1,DRIVER,DRIVER LICENSE
14976382,1,Y,1,DRIVER,DRIVER LICENSE
14951195,1,Y,1,DRIVER,DRIVER LICENSE
14984488,1,Y,1,DRIVER,DRIVER LICENSE
14964877,1,Y,1,DRIVER,DRIVER LICENSE
14979544,1,Y,1,DRIVER,DRIVER LICENSE
14927179,1,Y,1,DRIVER,DRIVER LICENSE
14963978,1,Y,1,DRIVER,DRIVER LICENSE
14935917,1,Y,1,DRIVER,DRIVER LICENSE
14972991,1,Y,1,DRIVER,DRIVER LICENSE
14850585,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14852077,1,Y,1,DRIVER,COMMERCIAL DRIVER LIC.
14879765,1,Y,1,DRIVER,DRIVER LICENSE
14861181,1,Y,1,DRIVER,DRIVER LICENSE
14881965,1,Y,1,DRIVER,DRIVER LICENSE
14904790,2,Y,1,DRIVER,DRIVER LICENSE
14844353,1,Y,1,DRIVER,DRIVER LICENSE
14865369,1,Y,1,DRIVER,DRIVER LICENSE
14904985,1,Y,1,DRIVER,DRIVER LICENSE
14887148,1,Y,1,DRIVER,DRIVER LICENSE
14926052,1,Y,1,DRIVER,DRIVER LICENSE
14922940,1,Y,1,DRIVER,DRIVER LICENSE
14943620,1,Y,1,DRIVER,DRIVER LICENSE
14945464,1,Y,1,DRIVER,DRIVER LICENSE
14965574,1,Y,1,DRIVER,DRIVER LICENSE
14941021,1,Y,1,DRIVER,DRIVER LICENSE
14960463,1,Y,1,DRIVER,DRIVER LICENSE
14934203,1,Y,1,DRIVER,DRIVER LICENSE
